name,gender,organization,date,location,type_of_death,attack,role,region,year
Ahmed Rajib Haider,Male,Freelancer,"February 15, 2013",Bangladesh,Murder,Killed,Journalist,,2013
Ahmed Rilwan Abdulla,Male,Minivan News,"August 8, 2014",Maldives,Murder,Killed,Journalist,,2014
Ahmed Riyadh al-Karbouli,Male,Baghdad TV,"September 18, 2006",Iraq,Murder,Killed,Journalist,,2006
Ahmed Salim,Male,Al-Sharqiya,"September 13, 2008",Iraq,Murder,Killed,Journalist,,2008
Ahmed Shawkat,Male,Bilah Ittijah,"October 28, 2003",Iraq,Murder,Killed,Journalist,,2003
Ahmed Shehab,Male,Sowt Al-Asra Radio (Radio Voice of the Prisoners),"October 12, 2023",Israel and the Occupied Palestinian Territory,Dangerous Assignment,Killed,Journalist,,2023
Ahmed Wael Bakri,Male,Al-Sharqiyah,"June 28, 2005",Iraq,Crossfire,Killed,Journalist,,2005
Ahmet Haceroğlu,Male,Türkmeneli TV,"October 21, 2016",Iraq,Crossfire,Killed,Journalist,,2016
Ahmet Taner Kislali,Male,Cumhuriyet,"October 21, 1999",Turkey,Murder,Killed,Journalist,,1999
Aiyathurai Nadesan,Male,Virakesari,"May 31, 2004",Sri Lanka,Murder,Killed,Journalist,,2004
Ajay Lalwani,Male,Daily Puchano and Royal News TV,"March 18, 2021",Pakistan,Motive Unconfirmed,Killed,Journalist,,2021
Ajmal Naqshbandi,Male,Freelancer,"April 8, 2007",Afghanistan,Murder,Killed,Journalist,,2007
Akhmednabi Akhmednabiyev,Male,Novoye Delo,"July 9, 2013",Russia,Murder,Killed,Journalist,,2013
Al-Hosseiny Abou Deif,Male,El-Fagr,"December 12, 2012",Egypt,Murder,Killed,Journalist,,2012
Al-Moutaz Bellah Ibrahim,Male,Shaam News Network,"May 4, 2014",Syria,Murder,Killed,Journalist,,2014
Alaa Abdel-Wahab,Male,Al-Baghdadia TV,"May 31, 2009",Iraq,Crossfire,Killed,Journalist,,2009
Alaa Abdul-Karim al-Fartoosi,Male,Al-Forat,"January 29, 2008",Iraq,Crossfire,Killed,Journalist,,2008
Alaa Edward Butros,Male,Freelancer,"November 24, 2013",Iraq,Murder,Killed,Journalist,,2013
Alaa Kraym (Mohammed al-Qabouni),Male,Qaboun Media Center,"May 4, 2017",Syria,Crossfire,Killed,Journalist,,2017
Alaa Nayef al-Khader al-Khalidi,Male,Douma Coordination Office,"Between September 2016 and July 12, 2019",Syria,Motive Unconfirmed,Killed,Journalist,,2019
Alaa Uldeen Aziz,Male,ABC News,"May 17, 2007",Iraq,Murder,Killed,Journalist,,2007
Alberto Graves Chakussanga,Male,Radio Despertar,"September 5, 2010",Angola,Murder,Killed,Journalist,,2010
Alberto Rivera Fernández,Male,Frecuencia Oriental,"April 12, 2004",Peru,Murder,Killed,Journalist,,2004
Aleh Byabenin,Male,Charter 97,"September 3, 2010",Belarus,Murder,Killed,Journalist,,2010
Alejandro Pérez,Male,Channel 2-Frequencia Latina TV,"June 5, 1992",Peru,Murder,Killed,Journalist,,1992
Alejandro Reblando,Male,Manila Bulletin,"November 23, 2009",Philippines,Murder,Killed,Journalist,,2009
Alejandro Zenón Fonseca Estrada,Male,EXA FM,"September 24, 2008",Mexico,Murder,Killed,Journalist,,2008
Aleksandr Rastorguyev,Male,The Investigations Management Centre (TsUR),"July 30, 2018",Central African Republic,Murder,Killed,Journalist,,2018
Aleksandr Sidelnikov,Male,Lennauchfilm Studio,"October 4, 1993",Russia,Dangerous Assignment,Killed,Journalist,,1993
Aleksandr Smirnov,Male,Molodyozhny Kuryer,"October 4, 1993",Russia,Dangerous Assignment,Killed,Journalist,,1993
Aleksandr Yefremov,Male,Nashe Vremya,"May 12, 2000",Russia,Crossfire,Killed,Journalist,,2000
Aleksandre Lashkarava,Male,TV Pirveli,"July 11, 2021",Georgia,Motive Unconfirmed,Killed,Journalist,,2021
Aleksei Sidorov,Male,Tolyatinskoye Obozreniye,"October 9, 2003",Russia,Murder,Killed,Journalist,,2003
Alessandro Otta,Male,RAI-TV,"January 28, 1994",Bosnia,Crossfire,Killed,Journalist,,1994
Alex Ogbu,Male,Regent Africa Times,"January 21, 2020",Nigeria,Motive Unconfirmed,Killed,Journalist,,2020
Alexánder Álvarez,Male,Radio Urundey,"February 14, 2023",Paraguay,Motive Unconfirmed,Killed,Journalist,,2023
Alexander Klimchuk,Male,Caucasus Images,"August 10, 2008",Georgia,Crossfire,Killed,Journalist,,2008
Alexis Bandyatuyaga,Male,National Radio and Television of Burundi,"September 14, 1994",Burundi,Murder,Killed,Journalist,,1994
Alfonso Margarito Martínez Esquivel,Male,Freelancer,"January 17, 2022",Mexico,Murder,Killed,Journalist,,2022
Alfredo Abad López,Male,La Voz de la Selva,"December 13, 2000",Colombia,Murder,Killed,Journalist,,2000
Alfredo Antonio Hurtado Núñez,Male,Canal 33,"April 25, 2011",El Salvador,Murder,Killed,Journalist,,2011
Alfredo Cardoso Echeverría,Male,Las Dos Costas,"October 31, 2021",Mexico,Murder,Killed,Journalist,,2021
Alfrets Mirulewan,Male,Pelangi Weekly,"December 17, 2010",Indonesia,Murder,Killed,Journalist,,2010
Ali Abbas,Male,SANA,"August 11, 2012",Syria,Murder,Killed,Journalist,,2012
Ali Abboud,Male,Radio Chaine 1,"January 7, 1995",Algeria,Murder,Killed,Journalist,,1995
Ali Abdel Aziz,Male,Al-Arabiya,"March 18, 2004",Iraq,Crossfire,Killed,Journalist,,2004
Ali Ahmed Abdi,Male,Freelancer,"March 4, 2012",Somalia,Murder,Killed,Journalist,,2012
Ali al-Khatib,Male,Al-Arabiya,"March 19, 2004",Iraq,Crossfire,Killed,Journalist,,2004
Ali Boukerbache,Male,Media-TV,"March 21, 1995",Algeria,Murder,Killed,Journalist,,1995
Ali Hassan al-Jaber,Male,Al-Jazeera,"March 13, 2011",Libya,Crossfire,Killed,Journalist,,2011
Ali Ibrahim Issa,Male,Al-Hurriya,"April 14, 2005",Iraq,Crossfire,Killed,Journalist,,2005
Ali Jaafar,Male,Al-Iraqiya,"May 31, 2006",Iraq,Murder,Killed,Journalist,,2006
Ali Mahmoud Othman,Male,Freelancer,"December 30, 2013",Syria,Motive Unconfirmed,Killed,Journalist,,2013
Ali Mahmud,Male,Al-Ghadeer TV,"July 13, 2016",Iraq,Crossfire,Killed,Journalist,,2016
Ali Mustafa,Male,Freelancer,"March 9, 2014",Syria,Crossfire,Killed,Journalist,,2014
Ali Nur Siad,Male,Voice of America,"October 14, 2017",Somalia,Dangerous Assignment,Killed,Journalist,,2017
Ali Risan,Male,Al-Sumaria TV,"October 22, 2016",Iraq,Crossfire,Killed,Journalist,,2016
Ali Saleemi,Male,Mashal TV,"April 30, 2018",Afghanistan,Murder,Killed,Journalist,,2018
Ali Shaaban,Male,Al-Jadeed,"April 9, 2012",Lebanon,Crossfire,Killed,Journalist,,2012
Ali Sharmarke,Male,HornAfrik,"August 11, 2007",Somalia,Murder,Killed,Journalist,,2007
Alisher Saipov,Male,Siyosat,"October 24, 2007",Kyrgyzstan,Murder,Killed,Journalist,,2007
Allah Noor,Male,Khyber TV,"February 7, 2005",Pakistan,Murder,Killed,Journalist,,2005
Allaoua Ait M'barak,Male,Le Soir d'Algérie,"February 11, 1996",Algeria,Murder,Killed,Journalist,,1996
Almigdad Mojalli,Male,Freelancer,"January 17, 2016",Yemen,Crossfire,Killed,Journalist,,2016
Aloys Nyimbuzi,Male,L'Observateur,"April 7, 1994",Rwanda,Murder,Killed,Journalist,,1994
Alpha Amadu Bah,Male,Independent Observer,"January 17, 1999",Sierra Leone,Murder,Killed,Journalist,,1999
Altaf Ahmed Faktoo,Male,Doordarshan TV,"January 1, 1997",India,Murder,Killed,Journalist,,1997
Alwan al-Ghorabi,Male,Afaq,"June 21, 2011",Iraq,Dangerous Assignment,Killed,Journalist,,2011
Amado Ramírez Dillanes,Male,Televisa and Radiorama,"April 6, 2007",Mexico,Murder,Killed,Journalist,,2007
Amer Diab,Male,Freelancer,"March 29, 2013",Syria,Crossfire,Killed,Journalist,,2013
Amer Malallah al-Rashidi,Male,Al-Mosuliya,"September 3, 2007",Iraq,Murder,Killed,Journalist,,2007
Ameur Ouagueni,Male,Le Matin,"August 20, 1995",Algeria,Murder,Killed,Journalist,,1995
Amir Nowab,Male,Associated Press Television News and Frontier Post,"February 7, 2005",Pakistan,Murder,Killed,Journalist,,2005
Amjad Anas Aktalati,Male,Freelancer,"February 4, 2020",Syria,Crossfire,Killed,Journalist,,2020
Amjad Hameed,Male,Al-Iraqiya,"March 11, 2006",Iraq,Murder,Killed,Journalist,,2006
Amjad Hassan Bakir,Male,Saraqib al-Hadath,"June 18, 2019",Syria,Crossfire,Killed,Journalist,,2019
Ammar al-Shami,Male,Qasioun News,"May 31, 2015",Syria,Crossfire,Killed,Journalist,,2015
Ammar Mohamed Suhail Zado,Male,Shaam News Network,"May 27, 2012",Syria,Crossfire,Killed,Journalist,,2012
Amr Badir al-Deen Junaid,Male,Qaboun Media Center,"March 10, 2013",Syria,Crossfire,Killed,Journalist,,2013
Anak Agung Prabangsa,Male,Radar Bali,"February 11, 2009",Indonesia,Murder,Killed,Journalist,,2009
Ananta Bijoy Das,Male,Freelancer,"May 12, 2015",Bangladesh,Murder,Killed,Journalist,,2015
Anas al-Dyab,Male,Freelancer,"July 21, 2019",Syria,Crossfire,Killed,Journalist,,2019
Anas al-Tarsha,Male,Freelancer,"February 24, 2012",Syria,Crossfire,Killed,Journalist,,2012
Anastase Seruvumba,Male,Imbaga,"April 29, 1994",Rwanda,Murder,Killed,Journalist,,1994
Anatoly Klyan,Male,Pervy Kanal,"June 30, 2014",Ukraine,Dangerous Assignment,Killed,Journalist,,2014
Anatoly Levin-Utkin,Male,Yuridichesky Peterburg Segodnya,"August 24, 1998",Russia,Murder,Killed,Journalist,,1998
Ando Ratovonirina,Male,Radio Télévision Analamanga,"February 7, 2009",Madagascar,Dangerous Assignment,Killed,Journalist,,2009
André Kameya,Male,Rwanda Rushya,"April-June, 1994",Rwanda,Murder,Killed,Journalist,,1994
Andrea Rocchelli,Male,Cesura photo agency,"May 24, 2014",Ukraine,Crossfire,Killed,Journalist,,2014
Andrei Soloviev,Male,ITAR-TASS,"September 27, 1993",Georgia,Crossfire,Killed,Journalist,,1993
Andrei Stenin,Male,Rossiya Segodnya,"August 6, 2014",Ukraine,Crossfire,Killed,Journalist,,2014
Andrés Felipe Guevara Henao,Male,Q’hubo Cali,"December 23, 2020",Colombia,Motive Unconfirmed,Killed,Journalist,,2020
Andres Teodoro,Male,Central Mindanao Inquirer,"November 23, 2009",Philippines,Murder,Killed,Journalist,,2009
Ángel Eduardo Gahona,Male,El Meridiano,"April 21, 2018",Nicaragua,Dangerous Assignment,Killed,Journalist,,2018
Anil Mazumdar,Male,Aji,"March 24, 2009",India,Murder,Killed,Journalist,,2009
Anthony Macharia,Male,Reuters,"July 12, 1993",Somalia,Murder,Killed,Journalist,,1993
Antoine Massé,Male,Le Courrier d'Abidjan,"November 7, 2004",Ivory Coast,Dangerous Assignment,Killed,Journalist,,2004
Anton Hammerl,Male,Freelancer,"April 5, 2011",Libya,Crossfire,Killed,Journalist,,2011
Antonio Casemero,Male,Televisao Popular de Angola,"October 30, 1996",Angola,Murder,Killed,Journalist,,1996
Antonio de la Torre Echeandía,Male,Radio Órbita,"February 14, 2004",Peru,Murder,Killed,Journalist,,2004
Anura Priyantha,Male,Independent Television Network,"December 18, 1999",Sri Lanka,Dangerous Assignment,Killed,Journalist,,1999
Anwar al-Rakan,Male,"Al-Gomhouria,Al-Jamahir","June 2, 2018",Yemen,Motive Unconfirmed,Killed,Journalist,,2018
"Apolinario ""Polly"" Pobeda",Male,DWTI Radio,"May 17, 2003",Philippines,Murder,Killed,Journalist,,2003
Ardiansyah Matra'is,Male,Merauke TV,"July 30, 2010",Indonesia,Murder,Killed,Journalist,,2010
Aref Ali Filaih,Male,Aswat al-Iraq,"June 11, 2007",Iraq,Crossfire,Killed,Journalist,,2007
Aristeu Guida da Silva,Male,A Gazeta de São Fidélis,"May 12, 1995",Brazil,Murder,Killed,Journalist,,1995
Arkan Sharifi,Male,Kurdistan TV,"October 30, 2017",Iraq,Murder,Killed,Journalist,,2017
Arman Soldin,Male,Agence France-Presse,"May 9, 2023",Ukraine,Crossfire,Killed,Journalist,,2023
Armando Linares López,Male,Monitor Michoacán,"March 15, 2022",Mexico,Murder,Killed,Journalist,,2022
Armando Pace,Male,DXDS,"July 18, 2006",Philippines,Murder,Killed,Journalist,,2006
Armando Saldaña Morales,Male,La Ke Buena 100.9 FM,"May 2,3 or 4, 2015",Mexico,Murder,Killed,Journalist,,2015
Arnnel Manalo,Male,Bulgar and DZRH Radio,"August 5, 2004",Philippines,Murder,Killed,Journalist,,2004
Arshad Sharif,Male,Unknown,"October 23, 2022",Kenya,Motive Unconfirmed,Killed,Journalist,,2022
Artur Gilela,Male,Radio Nacional de Angola,"June 16, 1994",Angola,Crossfire,Killed,Journalist,,1994
Arturo Alba,Male,Telediario,"October 29, 2020",Mexico,Motive Unconfirmed,Killed,Journalist,,2020
Arturo Betia,Male,Periodico Ini,"November 23, 2009",Philippines,Murder,Killed,Journalist,,2009
Asaad Kadhim,Male,Al-Iraqiya TV,"April 19, 2004",Iraq,Crossfire,Killed,Journalist,,2004
Asfandyar Khan,Male,Akhbar-e-Khyber,"June 11, 2011",Pakistan,Dangerous Assignment,Killed,Journalist,,2011
Ashok Sodhi,Male,Daily Excelsior,"May 11, 2008",India,Dangerous Assignment,Killed,Journalist,,2008
Aslam Durrani,Male,Daily Pakistan,"April 16, 2013",Pakistan,Dangerous Assignment,Killed,Journalist,,2013
Assaad Shamlakh,Male,Unknown,"October 8, 2023",Israel and the Occupied Palestinian Territory,Dangerous Assignment,Killed,Journalist,,2023
Assaf Abu Rahal,Male,Al-Akhbar,"August 3, 2010",Lebanon,Crossfire,Killed,Journalist,,2010
Aswan Ahmed Lutfallah,Male,APTN,"December 12, 2006",Iraq,Murder,Killed,Journalist,,2006
Atallah Bajbouj,Male,Nabaa Media Foundation,"October 15, 2014",Syria,Crossfire,Killed,Journalist,,2014
Athiwat Chaiyanurat,Male,"Matichon, Channel 7","August 1, 2008",Thailand,Murder,Killed,Journalist,,2008
Atilano Segundo Pérez Barrios,Male,Radio Vigía de Todelar,"August 22, 2006",Colombia,Murder,Killed,Journalist,,2006
"Aung Kyaw Naing, ""Par Gyi""",Male,Freelancer,"October 4, 2014",Myanmar,Murder,Killed,Journalist,,2014
Avijit Roy,Male,Freelancer,"February 26, 2015",Bangladesh,Murder,Killed,Journalist,,2015
Avinash Jha,Male,BNN News,"November 9-12, 2021",India,Murder,Killed,Journalist,,2021
Awab al-Zubiry,Male,Freelancer,"November 18, 2016",Yemen,Crossfire,Killed,Journalist,,2016
Awil Dahir Salad,Male,Universal TV,"December 22, 2018",Somalia,Dangerous Assignment,Killed,Journalist,,2018
Aye Kyaw,Male,Freelancer,"July 30, 2022",Myanmar,Murder,Killed,Journalist,,2022
Ayham Mostafa Ghazzoul,Male,Syrian Center for Media and Freedom of Expression,"November 9, 2012",Syria,Dangerous Assignment,Killed,Journalist,,2012
Ayoub Mohamed,Male,Kurdistan TV,"February 1, 2004",Iraq,Crossfire,Killed,Journalist,,2004
Ayub Khattak,Male,Karak Times,"October 11, 2013",Pakistan,Murder,Killed,Journalist,,2013
Azamat Ali Bangash,Male,Samaa TV,"April 17, 2010",Pakistan,Dangerous Assignment,Killed,Journalist,,2010
Aziz Memon,Male,"KTN News,Daily Kawish","February 17, 2020",Pakistan,Motive Unconfirmed,Killed,Journalist,,2020
Azizullah Haidari,Male,Reuters,"November 19, 2001",Afghanistan,Murder,Killed,Journalist,,2001
Azzedine Saidj,Male,El-Ouma,"May 15, 1995",Algeria,Murder,Killed,Journalist,,1995
Bakhsheesh Elahi,Male,K2,"June 11, 2017",Pakistan,Motive Unconfirmed,Killed,Journalist,,2017
Bakhti Benaouda,Male,El-Djoumhouria,"May 22, 1995",Algeria,Murder,Killed,Journalist,,1995
Bala Nadarajah Iyer,Male,Thinamurasu and Thinakaran,"August 16, 2004",Sri Lanka,Murder,Killed,Journalist,,2004
Bardhyl Ajeti,Male,Bota Sot,"June 25, 2005",Serbia,Murder,Killed,Journalist,,2005
Barkhat Awale,Male,Hurma Radio,"August 24, 2010",Somalia,Crossfire,Killed,Journalist,,2010
Basel Tawfiq Youssef,Male,Syrian State TV,"November 21, 2012",Syria,Crossfire,Killed,Journalist,,2012
Bashar al-Attar,Male,Arbin Unified Media Office,"March 12, 2018",Syria,Crossfire,Killed,Journalist,,2018
Bashar al-Nuaimi,Male,Al-Mosuliya TV,"October 24, 2013",Iraq,Murder,Killed,Journalist,,2013
Bashiir Noor Gedi,Male,Radio Shabelle,"October 19, 2007",Somalia,Murder,Killed,Journalist,,2007
Basil al-Sayed,Male,Freelancer,"December 27, 2011",Syria,Dangerous Assignment,Killed,Journalist,,2011
Basil Nabil Ibrahim Faraj,Male,Palestinian Media and Communication Company,"January 7, 2009",Israel and the Occupied Palestinian Territory,Crossfire,Killed,Journalist,,2009
Bassel al-Shahade,Male,Freelancer,"May 28, 2012",Syria,Crossfire,Killed,Journalist,,2012
Bassem Fawaz al-Zabi,Male,Freelancer,"January 13, 2013",Syria,Crossfire,Killed,Journalist,,2013
Bayo Ohu,Male,The Guardian,"September 20, 2009",Nigeria,Murder,Killed,Journalist,,2009
Benjamín Flores González,Male,La Prensa,"July 15, 1997",Mexico,Murder,Killed,Journalist,,1997
Benjamín Morales Hernández,Male,Noticias Xonoidag,"May 2-3, 2021",Mexico,Motive Unconfirmed,Killed,Journalist,,2021
Benjie Caballero,Male,Radyo ni Juan,"December 2, 2019",Philippines,Motive Unconfirmed,Killed,Journalist,,2019
Bernabé Cortés Valderrama,Male,Noticias CVN,"May 19, 1998",Colombia,Murder,Killed,Journalist,,1998
Bernard Maris,Male,Freelancer,"January 7, 2015",France,Murder,Killed,Journalist,,2015
Bernard Verlhac (Tignous),Male,Freelancer,"January 7, 2015",France,Murder,Killed,Journalist,,2015
Bhola Nath Masoom,Male,Hind Samachar,"January 31, 1993",India,Murder,Killed,Journalist,,1993
Bienvenido Legarte Jr.,Male,Prontiera News,"November 23, 2009",Philippines,Murder,Killed,Journalist,,2009
Bienvenido Lemos,Male,Caracol Radio,"September 30, 1993",Colombia,Murder,Killed,Journalist,,1993
Bilal Ahmed Bilal,Male,Palestine Today TV,Unknown in 2014,Syria,Dangerous Assignment,Killed,Journalist,,
Bilal Jadallah,Male,Press House-Palestine,"November 19, 2023",Israel and the Occupied Palestinian Territory,Dangerous Assignment,Killed,Journalist,,2023
Bilal Sharaf al-Deen,Male,Al-Masirah TV,"September 17, 2015",Yemen,Crossfire,Killed,Journalist,,2015
Birendra Shah,Male,"Nepal FM, Dristi Weekly, and Avenues TV","October 4, 2007",Nepal,Murder,Killed,Journalist,,2007
Bismillah Adel Aimaq,Male,Radio Sada-e-Ghor,"January 1, 2021",Afghanistan,Motive Unconfirmed,Killed,Journalist,,2021
Bladimir Antuna García,Male,El Tiempo de Durango,"November 2, 2009",Mexico,Murder,Killed,Journalist,,2009
Bohdan Bitik,Male,Unknown,"April 26, 2023",Ukraine,Crossfire,Killed,Journalist,,2023
Bonifacio Gregorio,Male,Dyaryo Banat,"July 8, 2003",Philippines,Murder,Killed,Journalist,,2003
Borhan Uddin Muzakkir,Male,"Barta Bazar,Bangladesh Samachar","February 20, 2021",Bangladesh,Dangerous Assignment,Killed,Journalist,,2021
Borys Derevyanko,Male,Vechernyaya Odessa,"August 11, 1997",Ukraine,Murder,Killed,Journalist,,1997
Boutros Martin,Male,South Sudan Television,"January 25, 2015",South Sudan,Murder,Killed,Journalist,,2015
Bradley Will,Male,Freelancer,"October 27, 2006",Mexico,Dangerous Assignment,Killed,Journalist,,2006
Brahim Guaraoui,Male,El-Moudjahid,"September 4, 1995",Algeria,Murder,Killed,Journalist,,1995
Brent Renaud,Male,Time,"March 13, 2022",Ukraine,Crossfire,Killed,Journalist,,2022
Brian Brinton,Male,Freelancer,"May 1, 1994",Bosnia,Crossfire,Killed,Journalist,,1994
Brian Smith,Male,CJOH-TV,"August 1, 1995",Canada,Murder,Killed,Journalist,,1995
Brignol Lindor,Male,Radio Echo 2000,"December 3, 2001",Haiti,Murder,Killed,Journalist,,2001
Bryan Guerra,Male,Noticias TLCOM,"March 5, 2020",Guatemala,Motive Unconfirmed,Killed,Journalist,,2020
Buenaventura Calderón,Male,Kupia Kumi,"November 1, 2019",Honduras,Motive Unconfirmed,Killed,Journalist,,2019
Burhan Mohamed Mazhour,Male,ABC,"March 26, 2004",Iraq,Crossfire,Killed,Journalist,,2004
Byron Baldeón,Male,Freelancer,"July 1, 2012",Ecuador,Murder,Killed,Journalist,,2012
Calvin Thusago,Male,South African Broadcasting Corporation (SABC),"April 23, 1993",South Africa,Murder,Killed,Journalist,,1993
Candelario Cayona,Male,Radio DXLL,"May 30, 2001",Philippines,Murder,Killed,Journalist,,2001
Cándido Ríos Vázquez,Male,La Voz de Hueyapán,"August 22, 2017",Mexico,Motive Unconfirmed,Killed,Journalist,,2017
Carlos Alberto Guajardo Romero,Male,Expreso Matamoros,"November 5, 2010",Mexico,Dangerous Assignment,Killed,Journalist,,2010
Carlos Cardoso,Male,Metical,"November 22, 2000",Mozambique,Murder,Killed,Journalist,,2000
Carlos Domínguez Rodríguez,Male,Freelancer,"January 13, 2018",Mexico,Murder,Killed,Journalist,,2018
Carlos Grant,Male,El Tiempo,"April 26, 1993",Honduras,Murder,Killed,Journalist,,1993
Carlos José Guadamuz,Male,Canal 23,"February 10, 2004",Nicaragua,Murder,Killed,Journalist,,2004
Carlos Lajud Catalan,Male,ABC Radio,"April 19, 1993",Colombia,Murder,Killed,Journalist,,1993
Carlos Oveniel Lara Domínguez,Male,Canal 12 Telemaya,"October 23, 2017",Honduras,Motive Unconfirmed,Killed,Journalist,,2017
Carlos Quispe Quispe,Male,Radio Municipal,"March 29, 2008",Bolivia,Murder,Killed,Journalist,,2008
Carlos Salgado,Male,Radio Cadena Voces,"October 18, 2007",Honduras,Murder,Killed,Journalist,,2007
Carlos William Flores,Male,Canal 22,"September 13, 2017",Honduras,Motive Unconfirmed,Killed,Journalist,,2017
Carsten Thomassen,Male,Dagbladet,"January 15, 2008",Afghanistan,Dangerous Assignment,Killed,Journalist,,2008
Cecilio Pineda Birto,Male,Freelancer,"March 2, 2017",Mexico,Murder,Killed,Journalist,,2017
Cengiz Altun,Male,Yeni Ülke,"February 24, 1992",Turkey,Murder,Killed,Journalist,,1992
Cetin Abayay,Male,Ozgur Halk,"July 29, 1992",Turkey,Murder,Killed,Journalist,,1992
Chalee Boonsawat,Male,Thai Rath,"August 21, 2008",Thailand,Dangerous Assignment,Killed,Journalist,,2008
